ticker,Date,Open,High,Low,Close,Volume,sma_20,sma_50,rsi,macd,bb_upper,bb_lower,atr,volatility,obv,price_change,volume_change,unusual_volume,price_spike,news_sentiment,news_polarity,news_count
MMM,2024-07-19 04:00:00,102.62582319567971,102.62582319567971,101.03867173556284,101.81265258789062,2884900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884900,0.0,0.0,0,0,0,0,0
MMM,2024-07-22 04:00:00,101.94981189045625,102.90994220215588,100.32347816717426,102.84136199951172,2686600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571500,0.010103944701107315,-0.06873721792783116,0,0,0,0,0
MMM,2024-07-23 04:00:00,102.87075319452202,103.13527469959092,102.05758258963225,102.60623168945312,2172600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3398900,-0.0022863399072807766,-0.19131988386808607,0,0,0,0,0
MMM,2024-07-24 04:00:00,102.4396828381259,102.96873337189164,100.98969913048548,101.15625,3252000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146900,-0.014131516824841817,0.4968240817453742,0,0,0,0,0
MMM,2024-07-25 04:00:00,100.6369844452254,102.66500746522183,99.70624462078652,101.29339599609376,4598100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745000,0.0013557837117703642,0.41392988929889296,0,0,0,0,0
MMM,2024-07-26 04:00:00,110.40481898284293,125.43374330789906,110.40481898284293,124.58139038085938,32748900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37493900,0.2299063443944922,6.122267893260259,0,1,0,0,0
MMM,2024-07-29 04:00:00,125.40434595072762,126.04115891526348,121.61282123773825,122.62194061279295,10816700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26677200,-0.015728270186070037,-0.669707990192037,0,0,0,0,0
MMM,2024-07-30 04:00:00,123.2979518951512,125.10064338021996,121.593238541906,124.17970275878906,6746500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33423700,0.012703779912561552,-0.3762885168304566,0,0,0,0,0
MMM,2024-07-31 04:00:00,124.06212106931574,125.99218094272256,122.78848770457653,124.96347045898438,6889900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40313600,0.006311560446538689,0.021255465797080042,0,0,0,0,0
MMM,2024-08-01 04:00:00,124.91447682273576,125.34555662484549,121.90673246410888,123.90536499023438,5563700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34749900,-0.008467318207982188,-0.19248465144632,0,0,0,0,0
MMM,2024-08-02 04:00:00,123.2587506693174,125.15941263468936,122.24963879275188,122.70030975341795,4021400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30728500,-0.009725609838697413,-0.27720761363840607,0,0,0,0,0
MMM,2024-08-05 04:00:00,117.1452946801842,122.77869307551946,116.8905650076582,122.08309173583984,6669700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24058800,-0.005030288992900589,0.6585517481474112,0,0,0,0,0
MMM,2024-08-06 04:00:00,120.858441586877,123.57226678001496,120.23142044171844,122.35741424560548,4334300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28393100,0.0022470147656419304,-0.3501506814399449,0,0,0,0,0
MMM,2024-08-07 04:00:00,122.8472721447701,124.00334375595482,120.20202721690276,120.33918762207033,3410100,0.0,0.0,70.76340446227836,0.0,0.0,0.0,4.631984050326649,0.0,24983000,-0.01649451842357519,-0.2132293565281591,0,0,0,0,0
MMM,2024-08-08 04:00:00,119.9668907233854,123.19017524890268,119.70236921598088,122.59254455566406,2932900,0.0,0.0,73.73818264214187,0.0,0.0,0.0,4.550257049083445,0.0,27915900,0.01872504691215382,-0.13993724524207496,0,0,0,0,0
MMM,2024-08-09 04:00:00,122.11248598253655,122.11248598253655,120.83884505496596,121.65201568603516,3247700,0.0,0.0,70.51321665490805,0.0,0.0,0.0,4.3505029384844915,0.0,24668200,-0.007671990764510528,0.10733403798288377,0,0,0,0,0
MMM,2024-08-12 04:00:00,121.48546537265472,121.57363671935214,120.05507288700304,120.8584442138672,2585800,0.0,0.0,67.8181038253237,0.0,0.0,0.0,4.153820071380751,0.0,22082400,-0.006523290778971069,-0.20380577023739876,0,0,0,0,0
MMM,2024-08-13 04:00:00,120.92702669815344,122.8570792755038,120.25101646200808,122.80809020996094,3056600,0.0,0.0,70.77363550900387,0.0,0.0,0.0,4.04326598153182,0.0,25139000,0.016131648961521527,0.182071312553175,0,0,0,0,0
MMM,2024-08-14 04:00:00,122.43578747711588,124.4638105245479,122.1026783063287,123.6114501953125,3252800,0.0,0.0,71.91806777606048,0.0,0.0,0.0,3.923113569866633,0.0,28391800,0.006541588457064096,0.06418896813452846,0,0,0,0,0
MMM,2024-08-15 04:00:00,124.7381419350981,125.34557196014264,123.6114607074473,124.58139038085938,3359900,117.6772850036621,0.0,73.27855562572199,0.0,136.00483188368355,99.34973812364065,3.7667570123640255,9.40183317286391,31751700,0.007846685594371072,0.03292547958681746,0,0,0,0,0
MMM,2024-08-16 04:00:00,124.16989881083455,124.7577302064004,123.46449814628284,124.47361755371094,3812600,118.81033325195312,0.0,72.85619524358566,0.0,135.82986603626375,101.79080046764251,3.5900766586321353,8.73083609965313,27939100,-0.0008650796625320201,0.13473615286169238,0,0,0,0,0
MMM,2024-08-19 04:00:00,124.50301361083984,125.25739589877408,123.96416378039964,124.50301361083984,2243600,119.89341583251954,0.0,72.90207349158955,0.0,135.39992859498,104.38690307005908,3.426016334328014,7.954673205308295,30182700,0.0002361629532958709,-0.4115301893720821,0,0,0,0,0
MMM,2024-08-20 04:00:00,124.41482651455914,125.47293496338374,124.30705655563634,125.11042785644533,2792900,121.01862564086915,0.0,73.88431459541202,0.0,134.47454052516534,107.56271075657294,3.2645779110008273,6.902738689394158,32975600,0.004878711189305607,0.2448297379211981,0,0,0,0,0
MMM,2024-08-21 04:00:00,125.24759322777332,127.35400342669055,125.071250533108,126.60940551757812,3664600,122.29128341674804,0.0,76.17906626939093,0.0,132.38740073092225,112.19516610257384,3.194447552613808,5.179198902227422,36640200,0.011981236790691518,0.31211285760320817,0,0,0,0,0
MMM,2024-08-22 04:00:00,126.48204823685948,127.11886121503144,125.69826806801166,125.9921875,2300400,123.52622299194336,0.0,73.3221495957123,0.0,126.74932162286136,120.30312436102535,3.0677436664999496,1.653414710978586,34339800,-0.0048749776136689515,-0.3722643671887791,0,0,0,0,0
MMM,2024-08-23 04:00:00,126.60941688077354,128.00061974454968,126.23713284216856,127.90265655517578,2618800,123.69228630065918,0.0,76.28658581638281,0.0,127.41868069706571,119.96589190425264,2.992078564932073,1.911599991022262,36958600,0.015163393009394177,0.13841071118066428,0,0,0,0,0
MMM,2024-08-26 04:00:00,127.6563934206396,129.9415925401574,127.6563934206396,129.87265014648438,3915800,124.05482177734375,0.0,78.89131163831371,0.0,128.61229243388124,119.49735112080627,2.94158717597391,2.337933116935384,40874400,0.015402288305550238,0.49526500687337704,0,0,0,0,0
MMM,2024-08-27 04:00:00,129.35061056364748,130.63110253263312,128.986149206824,129.4293975830078,2878500,124.31730651855469,0.0,76.84599618590009,0.0,129.44263965835998,119.1919733787494,2.848970472390711,2.6292404243324317,37995900,-0.0034129785060720286,-0.2649011696205118,0,0,0,0,0
MMM,2024-08-28 04:00:00,129.42937324944586,130.63107797314288,129.18312252786782,129.63623046875,3274000,124.55094451904297,0.0,77.14377151304379,0.0,130.17458904576296,118.92729999232299,2.7488979704538785,2.884868772118434,41269900,0.001598036378169354,0.13739795032134783,0,0,0,0,0
MMM,2024-08-29 04:00:00,129.67563468837798,131.18268802659364,129.3702861731771,130.916748046875,2992600,124.901513671875,0.0,78.94882313505897,0.0,131.1589188181498,118.64410852560017,2.682005390665497,3.209981110152101,44262500,0.009877775475997774,-0.08594990836896765,0,0,0,0,0
MMM,2024-08-30 04:00:00,131.07435912085953,132.96556311617132,130.6212511183588,132.67005920410156,6092800,125.40000114440917,0.0,81.14455805666535,0.0,132.4187019018615,118.38130038695685,2.657884434033142,3.600517518454881,50355300,0.013392565759415165,1.0359553565461472,0,0,0,0,0
MMM,2024-09-03 04:00:00,131.0152446094492,131.77370113356858,128.25724821256628,128.8876495361328,4024100,125.74022903442383,0.0,65.31670385130332,0.0,132.742478737913,118.73797933093468,2.7832363309975805,3.5920783058372803,46331200,-0.028509896586009886,-0.339531906512605,0,0,0,0,0
MMM,2024-09-04 04:00:00,129.22254216135843,130.86749531922052,128.88764475843016,130.1681365966797,3300700,126.13076515197754,0.0,67.61941094879067,0.0,133.20565122671013,119.05587907724495,2.725851633125637,3.6293399780721742,49631900,0.009934908931579889,-0.17976690440098408,0,0,0,0,0
