ticker,Date,Open,High,Low,Close,Volume,sma_20,sma_50,rsi,macd,bb_upper,bb_lower,atr,volatility,obv,price_change,volume_change,unusual_volume,price_spike,news_sentiment,news_polarity,news_count
MMM,2024-07-22 12:34:21.711336,135.0992648763838,161.63822456846734,105.74501848203076,151.2508114396188,4259571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4259571,0.0,0.0,0,0,0.0,0.0,0.0
MMM,2024-07-23 12:34:21.711336,161.82239823485526,166.88360989448975,107.72722970052324,198.2243757902806,1073136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5332707,0.3105673543405367,-0.7480647699028846,0,1,0.0,0.0,0.0
MMM,2024-07-24 12:34:21.711336,100.138455598674,146.26897092853744,178.72327852631773,195.5504649354179,1350827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3981880,-0.013489314037198219,0.2587658973326774,0,0,0.0,0.0,0.0
MMM,2024-07-25 12:34:21.711336,157.29041074066325,149.97436355563894,171.8602666058647,130.25752049500926,1700222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281658,-0.33389306674352404,0.25865266240606677,0,1,0.0,0.0,0.0
MMM,2024-07-26 12:34:21.711336,195.81884057939047,189.78770574199072,182.14521896975276,187.67974832980596,2979333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5260991,0.440836180641077,0.7523199911540963,0,1,0.0,0.0,0.0
MMM,2024-07-29 12:34:21.711336,199.64004134829185,189.97638394800725,172.2900174688042,152.78470590122834,1899461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361530,-0.18592865100851075,-0.3624542808742762,0,1,0.0,0.0,0.0
MMM,2024-07-30 12:34:21.711336,146.77594791862765,174.58246218819613,177.53881346248355,152.04041170594212,3114182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247348,-0.004871522911248594,0.6395082605012685,0,0,0.0,0.0,0.0
MMM,2024-07-31 12:34:21.711336,195.9947762860013,168.08494213117342,181.29479857327465,154.79987788849837,1242538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489886,0.018149557420912954,-0.6010066206792024,0,0,0.0,0.0,0.0
MMM,2024-08-01 12:34:21.711336,165.35953630058663,151.23179229492615,106.49746428299224,177.2165956636427,3736560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226446,0.14481095257252719,2.007199779805527,0,1,0.0,0.0,0.0
MMM,2024-08-02 12:34:21.711336,169.02254304354523,133.95127174602268,135.00269194342147,170.47396529735525,3488607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737839,-0.03804739810646718,-0.0663586293275098,0,0,0.0,0.0,0.0
MMM,2024-08-05 12:34:21.711336,175.3329724993843,150.54009226869178,134.74342820436175,107.78184216842948,4910196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3172357,-0.3677518911440396,0.40749473930425517,0,1,0.0,0.0,0.0
MMM,2024-08-06 12:34:21.711336,191.12472817165144,105.79367090982667,97.23039895301568,153.80748065101227,4485190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312833,0.4270259030334538,-0.08655581162136905,0,1,0.0,0.0,0.0
MMM,2024-08-07 12:34:21.711336,174.10341300695575,178.09263849815522,192.36947617125423,102.13998358069448,2629041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1316208,-0.3359231739030357,-0.41383954748851215,0,1,0.0,0.0,0.0
MMM,2024-08-08 12:34:21.711336,193.5020330050833,111.2940130038938,161.28679335714992,112.40345783103449,1317424,0.0,0.0,42.763658295845794,0.0,0.0,0.0,41.38319012892345,0.0,1216,0.10048439299220635,-0.498895604899277,0,1,0.0,0.0,0.0
MMM,2024-08-09 12:34:21.711336,113.97475226883556,119.30848458565396,107.88739679705198,112.5165564924698,2242806,0.0,0.0,42.78935336843465,0.0,0.0,0.0,39.24303996175763,0.0,2244022,0.0010061848951776753,0.702417748576009,0,0,0.0,0.0,0.0
MMM,2024-08-12 12:34:21.711336,137.53141887137534,146.46864565153547,127.32592043709158,120.80226259273132,4051723,0.0,0.0,44.746374451095775,0.0,0.0,0.0,38.86511490442249,0.0,6295745,0.07363988339632521,0.8065418943947893,0,1,0.0,0.0,0.0
MMM,2024-08-13 12:34:21.711336,195.0643325025032,130.82637848338098,123.32944097237852,108.76622484934722,3935621,0.0,0.0,42.473500243563336,0.0,0.0,0.0,36.805043546295856,0.0,2360124,-0.09963420787872157,-0.028654969749906445,0,1,0.0,0.0,0.0
MMM,2024-08-14 12:34:21.711336,159.34916276251633,121.79995783751846,138.182752402096,192.99974503776065,3751940,0.0,0.0,58.39938030622448,0.0,0.0,0.0,36.27729240389964,0.0,6112064,0.7744455625364013,-0.04667141475258929,0,1,0.0,0.0,0.0
MMM,2024-08-15 12:34:21.711336,109.76907514660324,194.2776958425657,158.74969098285902,124.64123198716892,3473694,0.0,0.0,47.022281537533075,0.0,0.0,0.0,36.22377186502871,0.0,2638370,-0.3541896546921204,-0.07416056759969514,0,1,0.0,0.0,0.0
MMM,2024-08-16 12:34:21.711336,170.27195866961557,190.9652809365401,180.11509516334425,142.05788132968684,4843926,147.40975719835674,0.0,49.710457295631336,0.0,209.51617970386724,85.30333469284625,38.37379165676746,31.85992250805399,7482296,0.1397342521799756,0.3944596156138105,0,1,0.0,0.0,0.0
MMM,2024-08-19 12:34:21.711336,112.6890580812389,133.13828394157818,165.95924220875406,105.2261597947448,4841096,145.10852461611304,0.0,44.56100031350709,0.0,209.83074235691515,80.38630687531094,37.340046601217445,33.20179715050234,2641200,-0.25927263725314376,-0.0005842368359879613,0,1,0.0,0.0,0.0
MMM,2024-08-20 12:34:21.711336,162.70311622631056,112.7258480334491,117.83089968182315,116.25306648307456,2164379,141.00995915075274,0.0,46.35275067064063,0.0,202.03488256254136,79.98503573896411,35.57323897877894,31.30512517907482,4805579,0.10479244619245787,-0.552915496821381,0,1,0.0,0.0,0.0
MMM,2024-08-21 12:34:21.711336,149.95751024567227,177.38394881958698,115.73474347314573,119.10656007779674,4355255,137.18776390787167,0.0,46.83162700024549,0.0,193.46051926476062,80.91500855098272,37.435808005040535,28.867314404175975,9160834,0.02454553398931303,1.0122423106119585,0,0,0.0,0.0,0.0
MMM,2024-08-22 12:34:21.711336,182.0694089453668,159.7602109412707,192.2944548573427,107.37721929232198,2846384,136.0437488477373,0.0,45.05143862261455,0.0,193.745706985463,78.34179071001162,39.98952848893378,29.600479961115173,6314450,-0.09847770582756754,-0.3464483709909064,0,1,0.0,0.0,0.0
MMM,2024-08-23 12:34:21.711336,130.82078978880315,199.80334651865127,117.48686048718858,146.6094190312293,4090613,133.9902323828085,0.0,51.66911066081619,0.0,186.9215052016605,81.0589595639565,43.73499982731918,27.15317003022774,10405063,0.36536799888719607,0.437126192390064,0,1,0.0,0.0,0.0
MMM,2024-08-26 12:34:21.711336,158.58309576727254,161.93296209394475,116.1041440571237,169.39357034556645,2387719,134.82067560502537,0.0,55.0545100598311,0.0,189.40083609633,80.24051511372073,43.88455827085503,27.999031558705976,12792782,0.15540714549509183,-0.4162931081478497,0,1,0.0,0.0,0.0
